																															Class	Alanine	Alanine	Alanine	Alanine	Alanine	Alanine	Alanine	Alanine	Alanine	Alanine	Alanine	Alanine	Alanine
1275	6.27	159.62109	Unknown	[M-H]-	ion correlated with 1578; ion correlated with 824; ion correlated with 1845; ion correlated with 1319; ion correlated with 1480; ion correlated with 1716; ion correlated with 2154; ion correlated with 726; ion correlated with 3439; ion correlated with 3003; ion correlated with 3962; ion correlated with 2755; ion correlated with 1006; ion correlated with 4688; ion correlated with 850; ion correlated with 1119	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	20.09	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	159.62109:1004 160.62444:0 161.6278:0		2799	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1276	5.549	159.64622	Unknown	[M-H]-	ion correlated with 1639; ion correlated with 284; ion correlated with 298; ion correlated with 1286; ion correlated with 2037; ion correlated with 2394; ion correlated with 2896; ion correlated with 3292; ion correlated with 3696; ion correlated with 3714; ion correlated with 4347; ion correlated with 4478; ion correlated with 4619; ion correlated with 4673; ion correlated with 125; ion correlated with 1168; ion correlated with 1708; ion correlated with 2443; ion correlated with 2681; ion correlated with 2831; ion correlated with 3484; ion correlated with 3877; ion correlated with 4267; ion correlated with 4315; ion correlated with 4530; ion correlated with 4623; ion correlated with 1565; ion correlated with 11; ion correlated with 1003; ion correlated with 2918; ion correlated with 392; ion correlated with 2448; ion correlated with 2628; ion correlated with 2668; ion correlated with 2889; ion correlated with 2906; ion correlated with 3142; ion correlated with 3261; ion correlated with 3664; ion correlated with 3935; ion correlated with 4462; ion correlated with 4601; ion correlated with 4686; ion correlated with 2087; ion correlated with 304; ion correlated with 840; ion correlated with 1399; ion correlated with 1741; ion correlated with 3760; ion correlated with 4402; ion correlated with 4641; ion correlated with 305; ion correlated with 191; ion correlated with 2756; ion correlated with 4240; ion correlated with 4699; ion correlated with 39; ion correlated with 116; ion correlated with 837; ion correlated with 1450; ion correlated with 1518; ion correlated with 1783; ion correlated with 2224; ion correlated with 4279; ion correlated with 4293; ion correlated with 4500; ion correlated with 1828; ion correlated with 4013; ion correlated with 317; ion correlated with 952; ion correlated with 1224; ion correlated with 1305; ion correlated with 1474; ion correlated with 1843; ion correlated with 2093; ion correlated with 2405; ion correlated with 2903; ion correlated with 2957; ion correlated with 3249; ion correlated with 3546; ion correlated with 3870; ion correlated with 4272; ion correlated with 4496; ion correlated with 127; ion correlated with 852; ion correlated with 904; ion correlated with 1183; ion correlated with 1279; ion correlated with 1538; ion correlated with 1980; ion correlated with 2550; ion correlated with 2910; ion correlated with 3681; ion correlated with 4131; ion correlated with 214; ion correlated with 1365; ion correlated with 1470; ion correlated with 2511; ion correlated with 2962; ion correlated with 3273; ion correlated with 3555; ion correlated with 3891; ion correlated with 1640; ion correlated with 2337; ion correlated with 1259; ion correlated with 1391; ion correlated with 2145; ion correlated with 2353; ion correlated with 3554; ion correlated with 4016; ion correlated with 4178; ion correlated with 4630; ion correlated with 18; ion correlated with 1444; ion correlated with 1519; ion correlated with 27; ion correlated with 1141; ion correlated with 1751; ion correlated with 1753; ion correlated with 2046; ion correlated with 134; ion correlated with 1388; ion correlated with 113; ion correlated with 1096; ion correlated with 1688; ion correlated with 2778; ion correlated with 2783; ion correlated with 3092; ion correlated with 3173; ion correlated with 3414; ion correlated with 3445; ion correlated with 3713; ion correlated with 3808; ion correlated with 3844; ion correlated with 3931; ion correlated with 4084; ion correlated with 5; ion correlated with 195; ion correlated with 287; ion correlated with 1498; ion correlated with 1564; ion correlated with 2230; ion correlated with 2535; ion correlated with 2945; ion correlated with 3491; ion correlated with 4228; ion correlated with 4396; ion correlated with 3807; ion correlated with 1866; ion correlated with 2220; ion correlated with 310; ion correlated with 78; ion correlated with 83; ion correlated with 98; ion correlated with 2244; ion correlated with 3949; ion correlated with 4291; ion correlated with 895; ion correlated with 238	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	25.76	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	159.64622:15877 160.64957:0 161.65293:0		1662	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1277	5.746	159.68263	Unknown	[M-H]-	ion correlated with 164; ion correlated with 184; ion correlated with 216; ion correlated with 1114; ion correlated with 1757; ion correlated with 2409; ion correlated with 2584; ion correlated with 2786; ion correlated with 3206; ion correlated with 3470; ion correlated with 3956; ion correlated with 4435; ion correlated with 33; ion correlated with 1055; ion correlated with 1364; ion correlated with 1606; ion correlated with 1718; ion correlated with 1861; ion correlated with 2034; ion correlated with 2891; ion correlated with 2919; ion correlated with 3070; ion correlated with 3326; ion correlated with 3477; ion correlated with 4045; ion correlated with 271; ion correlated with 1178; ion correlated with 1379; ion correlated with 1491; ion correlated with 1563; ion correlated with 1987; ion correlated with 2042; ion correlated with 2192; ion correlated with 2233; ion correlated with 2634; ion correlated with 3574; ion correlated with 265; ion correlated with 1522; ion correlated with 1643; ion correlated with 1711; ion correlated with 2086; ion correlated with 2138; ion correlated with 2418; ion correlated with 2931; ion correlated with 3115; ion correlated with 3189; ion correlated with 4726; ion correlated with 1189; ion correlated with 2428; ion correlated with 2530; ion correlated with 2676; ion correlated with 3671; ion correlated with 4107; ion correlated with 1504; ion correlated with 2464; ion correlated with 2012; ion correlated with 2410; ion correlated with 3057; ion correlated with 1909; ion correlated with 3047; ion correlated with 2679; ion correlated with 1350; ion correlated with 3054; ion correlated with 3750; ion correlated with 3926; ion correlated with 1411; ion correlated with 1357; ion correlated with 1895; ion correlated with 2422; ion correlated with 2466; ion correlated with 3274; ion correlated with 3447; ion correlated with 3524; ion correlated with 3865; ion correlated with 4183; ion correlated with 4351; ion correlated with 4387; ion correlated with 4464; ion correlated with 4480; ion correlated with 4512; ion correlated with 3796; ion correlated with 1816; ion correlated with 1877; ion correlated with 2925; ion correlated with 3862; ion correlated with 3911; ion correlated with 4054; ion correlated with 4648; ion correlated with 281; ion correlated with 793; ion correlated with 1015; ion correlated with 1109; ion correlated with 1322; ion correlated with 2335; ion correlated with 2614; ion correlated with 3028; ion correlated with 3589; ion correlated with 3745; ion correlated with 3768; ion correlated with 1193; ion correlated with 660; ion correlated with 1237; ion correlated with 1936; ion correlated with 4628; ion correlated with 1273; ion correlated with 4343; ion correlated with 4613; ion correlated with 1009; ion correlated with 4337; ion correlated with 4600; similar chromatogram in higher mz_1350; similar chromatogram in higher mz_2461; similar chromatogram in higher mz_2952; similar chromatogram in higher mz_3054; similar chromatogram in higher mz_3225; similar chromatogram in higher mz_3750; similar chromatogram in higher mz_3881; similar chromatogram in higher mz_3926; similar chromatogram in higher mz_4050; similar chromatogram in higher mz_4406	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.24	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	159.68263:5693 160.68598:0 161.68934:0		2150	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1278	5.465	159.75104	Unknown	[M-H]-	ion correlated with 1107; ion correlated with 1448; ion correlated with 1525; ion correlated with 1536; ion correlated with 1629; ion correlated with 2104; ion correlated with 2625; ion correlated with 2867; ion correlated with 3140; ion correlated with 3636; ion correlated with 166; ion correlated with 1620; ion correlated with 1693; ion correlated with 1836; ion correlated with 1849; ion correlated with 3300; ion correlated with 3508; ion correlated with 4125; ion correlated with 4365; ion correlated with 89; ion correlated with 1554; ion correlated with 192; ion correlated with 1292; ion correlated with 1819; ion correlated with 1905; ion correlated with 2225; ion correlated with 2227; ion correlated with 2789; ion correlated with 2805; ion correlated with 3032; ion correlated with 3717; ion correlated with 3535; ion correlated with 1685; ion correlated with 197; ion correlated with 1336; ion correlated with 1506; ion correlated with 1671; ion correlated with 2164; ion correlated with 2940; ion correlated with 3688; ion correlated with 4102; ion correlated with 2531; ion correlated with 870; ion correlated with 3715; ion correlated with 182; ion correlated with 1010; ion correlated with 1030; ion correlated with 1216; ion correlated with 1541; ion correlated with 1926; ion correlated with 2569; ion correlated with 2680; ion correlated with 2963; ion correlated with 3731; ion correlated with 4666; ion correlated with 4724; ion correlated with 1417; ion correlated with 3132; ion correlated with 199; ion correlated with 1075; ion correlated with 1179; ion correlated with 1398; ion correlated with 1496; ion correlated with 1537; ion correlated with 1690; ion correlated with 1862; ion correlated with 2351; ion correlated with 2534; ion correlated with 2593; ion correlated with 2926; ion correlated with 2948; ion correlated with 3051; ion correlated with 3483; ion correlated with 3957; ion correlated with 4550; ion correlated with 1298; ion correlated with 388; ion correlated with 1004; ion correlated with 1270; ion correlated with 1581; ion correlated with 1752; ion correlated with 1986; ion correlated with 2207; ion correlated with 2210; ion correlated with 2237; ion correlated with 2488; ion correlated with 2492; ion correlated with 2801; ion correlated with 3289; ion correlated with 3929; ion correlated with 390; ion correlated with 187; ion correlated with 23; ion correlated with 1683; ion correlated with 100; ion correlated with 1330; ion correlated with 1495; ion correlated with 1756; ion correlated with 1884; ion correlated with 1912; ion correlated with 2446; ion correlated with 3910; ion correlated with 4528; ion correlated with 4280; ion correlated with 1001; ion correlated with 1481; ion correlated with 1676; ion correlated with 2635; ion correlated with 3775; ion correlated with 3781; ion correlated with 319; ion correlated with 1639; ion correlated with 284; ion correlated with 298; ion correlated with 1286; ion correlated with 2037; ion correlated with 2394; ion correlated with 2896; ion correlated with 3292; ion correlated with 3696; ion correlated with 3714; ion correlated with 4347; ion correlated with 4478; ion correlated with 4619; ion correlated with 4673; ion correlated with 125; ion correlated with 1168; ion correlated with 1708; ion correlated with 2443; ion correlated with 2681; ion correlated with 2831; ion correlated with 3484; ion correlated with 3877; ion correlated with 4267; ion correlated with 4315; ion correlated with 4530; ion correlated with 4623; ion correlated with 1565; ion correlated with 11; ion correlated with 1003; ion correlated with 2918; ion correlated with 392; ion correlated with 2448; ion correlated with 2628; ion correlated with 2668; ion correlated with 2889; ion correlated with 2906; ion correlated with 3142; ion correlated with 3261; ion correlated with 3664; ion correlated with 3935; ion correlated with 4462; ion correlated with 4601; ion correlated with 4686; ion correlated with 2087; ion correlated with 304; ion correlated with 840; ion correlated with 1399; ion correlated with 1741; ion correlated with 3760; ion correlated with 4402; ion correlated with 4641; ion correlated with 305; ion correlated with 191; ion correlated with 2756	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.92	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	159.75104:14208 160.75439:0 161.75775:0		1449	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1279	5.549	159.763	Unknown	[M-H]-	ion correlated with 1639; ion correlated with 284; ion correlated with 298; ion correlated with 1286; ion correlated with 2037; ion correlated with 2394; ion correlated with 2896; ion correlated with 3292; ion correlated with 3696; ion correlated with 3714; ion correlated with 4347; ion correlated with 4478; ion correlated with 4619; ion correlated with 4673; ion correlated with 125; ion correlated with 1168; ion correlated with 1708; ion correlated with 2443; ion correlated with 2681; ion correlated with 2831; ion correlated with 3484; ion correlated with 3877; ion correlated with 4267; ion correlated with 4315; ion correlated with 4530; ion correlated with 4623; ion correlated with 1565; ion correlated with 11; ion correlated with 1003; ion correlated with 2918; ion correlated with 392; ion correlated with 2448; ion correlated with 2628; ion correlated with 2668; ion correlated with 2889; ion correlated with 2906; ion correlated with 3142; ion correlated with 3261; ion correlated with 3664; ion correlated with 3935; ion correlated with 4462; ion correlated with 4601; ion correlated with 4686; ion correlated with 2087; ion correlated with 304; ion correlated with 840; ion correlated with 1399; ion correlated with 1741; ion correlated with 3760; ion correlated with 4402; ion correlated with 4641; ion correlated with 305; ion correlated with 191; ion correlated with 2756; ion correlated with 4240; ion correlated with 4699; ion correlated with 39; ion correlated with 116; ion correlated with 837; ion correlated with 1450; ion correlated with 1518; ion correlated with 1783; ion correlated with 2224; ion correlated with 4279; ion correlated with 4293; ion correlated with 4500; ion correlated with 1828; ion correlated with 4013; ion correlated with 317; ion correlated with 952; ion correlated with 1224; ion correlated with 1305; ion correlated with 1474; ion correlated with 1843; ion correlated with 2093; ion correlated with 2405; ion correlated with 2903; ion correlated with 2957; ion correlated with 3249; ion correlated with 3546; ion correlated with 3870; ion correlated with 4272; ion correlated with 4496; ion correlated with 127; ion correlated with 852; ion correlated with 904; ion correlated with 1183; ion correlated with 1276; ion correlated with 1538; ion correlated with 1980; ion correlated with 2550; ion correlated with 2910; ion correlated with 3681; ion correlated with 4131; ion correlated with 214; ion correlated with 1365; ion correlated with 1470; ion correlated with 2511; ion correlated with 2962; ion correlated with 3273; ion correlated with 3555; ion correlated with 3891; ion correlated with 1640; ion correlated with 2337; ion correlated with 1259; ion correlated with 1391; ion correlated with 2145; ion correlated with 2353; ion correlated with 3554; ion correlated with 4016; ion correlated with 4178; ion correlated with 4630; ion correlated with 18; ion correlated with 1444; ion correlated with 1519; ion correlated with 27; ion correlated with 1141; ion correlated with 1751; ion correlated with 1753; ion correlated with 2046; ion correlated with 134; ion correlated with 1388; ion correlated with 113; ion correlated with 1096; ion correlated with 1688; ion correlated with 2778; ion correlated with 2783; ion correlated with 3092; ion correlated with 3173; ion correlated with 3414; ion correlated with 3445; ion correlated with 3713; ion correlated with 3808; ion correlated with 3844; ion correlated with 3931; ion correlated with 4084; ion correlated with 5; ion correlated with 195; ion correlated with 287; ion correlated with 1498; ion correlated with 1564; ion correlated with 2230; ion correlated with 2535; ion correlated with 2945; ion correlated with 3491; ion correlated with 4228; ion correlated with 4396; ion correlated with 3807; ion correlated with 1866; ion correlated with 2220; ion correlated with 310; ion correlated with 78; ion correlated with 83; ion correlated with 98; ion correlated with 2244; ion correlated with 3949; ion correlated with 4291; ion correlated with 895; ion correlated with 238	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	26.96	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	159.763:16013 160.76635:0 161.76971:0		1663	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1280	10.152	159.77281	Unknown	[M-H]-		0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	22.48	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	159.77281:1124 160.77616:0 161.77952:0		3865	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1281	10.274	159.77281	Unknown	[M-H]-		0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	20.04	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	159.77281:1002 160.77616:0 161.77952:0		3924	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1282	10.833	159.89256	Unknown	[M-H]-		0.538	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.44	Alanine_NA_10mM_2d11_neg_ms1_140k_3e6	159.89256:7344 160.89591:5016 161.89927:0		4099	-2	-2	1284	1251	-2	-2	-2	1600	-2	1328	1319	1195
1283	11.813	159.89258	Unknown	[M-H]-		0.538	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.07	Alanine_NA_10mM_2d7_neg_ms1_140k_3e6	159.89258:5296 160.89593:0 161.89929:5384		4219	3317	1356	-2	1325	-2	-2	-2	1697	-2	1294	-2	1344
1284	0.675	159.89282	Unknown	[M-H]-		0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.28	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	159.89282:2198 160.89617:0 161.89953:5929		32	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1285	5.036	159.94632	Unknown	[M-H]-		0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.16	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	159.94632:1632 160.94967:58250 161.95303:0		687	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1286	5.493	159.96983	Unknown	[M-H]-	ion correlated with 481; ion correlated with 3688; ion correlated with 2531; ion correlated with 182; ion correlated with 1010; ion correlated with 1030; ion correlated with 1216; ion correlated with 1541; ion correlated with 1926; ion correlated with 2680; ion correlated with 2963; ion correlated with 4724; ion correlated with 2604; ion correlated with 1417; ion correlated with 3132; ion correlated with 199; ion correlated with 1179; ion correlated with 1537; ion correlated with 1862; ion correlated with 2351; ion correlated with 2593; ion correlated with 2926; ion correlated with 2948; ion correlated with 3483; ion correlated with 3957; ion correlated with 4550; ion correlated with 1298; ion correlated with 388; ion correlated with 1004; ion correlated with 1270; ion correlated with 1581; ion correlated with 1986; ion correlated with 2207; ion correlated with 2210; ion correlated with 2237; ion correlated with 2801; ion correlated with 3289; ion correlated with 3929; ion correlated with 1351; ion correlated with 390; ion correlated with 1037; ion correlated with 1683; ion correlated with 100; ion correlated with 1330; ion correlated with 1495; ion correlated with 2446; ion correlated with 3910; ion correlated with 4528; ion correlated with 255; ion correlated with 4280; ion correlated with 490; ion correlated with 1001; ion correlated with 1481; ion correlated with 1676; ion correlated with 2635; ion correlated with 3775; ion correlated with 3781; ion correlated with 325; ion correlated with 319; ion correlated with 493; ion correlated with 1639; ion correlated with 284; ion correlated with 298; ion correlated with 2037; ion correlated with 2394; ion correlated with 2577; ion correlated with 2896; ion correlated with 3149; ion correlated with 3696; ion correlated with 4347; ion correlated with 4478; ion correlated with 4619; ion correlated with 4673; ion correlated with 1644; ion correlated with 1324; ion correlated with 125; ion correlated with 1168; ion correlated with 1708; ion correlated with 2831; ion correlated with 3484; ion correlated with 4267; ion correlated with 4315; ion correlated with 4530; ion correlated with 4623; ion correlated with 1565; ion correlated with 1003; ion correlated with 2918; ion correlated with 392; ion correlated with 2448; ion correlated with 2628; ion correlated with 2668; ion correlated with 2889; ion correlated with 2906; ion correlated with 3142; ion correlated with 3261; ion correlated with 3664; ion correlated with 3935; ion correlated with 4462; ion correlated with 4601; ion correlated with 4686; ion correlated with 304; ion correlated with 394; ion correlated with 840; ion correlated with 1399; ion correlated with 1741; ion correlated with 3760; ion correlated with 4402; ion correlated with 4641; ion correlated with 305; ion correlated with 395; ion correlated with 2756; ion correlated with 39; ion correlated with 116; ion correlated with 837; ion correlated with 1450; ion correlated with 1518; ion correlated with 1783; ion correlated with 2224; ion correlated with 4279; ion correlated with 4293; ion correlated with 4500; ion correlated with 317; ion correlated with 952; ion correlated with 1224; ion correlated with 1305; ion correlated with 1474; ion correlated with 1843; ion correlated with 2093; ion correlated with 2405; ion correlated with 2903; ion correlated with 2957; ion correlated with 3249; ion correlated with 3546; ion correlated with 3870; ion correlated with 4272; ion correlated with 4496; ion correlated with 2302; ion correlated with 127; ion correlated with 852; ion correlated with 904; ion correlated with 1183; ion correlated with 1276; ion correlated with 1279; ion correlated with 1538; ion correlated with 1980; ion correlated with 2550; ion correlated with 2910; ion correlated with 3681; ion correlated with 4131; ion correlated with 480	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.06	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	159.96983:17398 160.97318:0 161.97654:0		1522	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1287	0.922	160.00906	Unknown	[M-H]-		0.692	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.72	Alanine_NA_10mM_2d11_neg_ms1_140k_3e6	160.00906:421307 161.01241:26461 162.01577:4148		-2	-2	182	150	188	205	214	-2	109	169	-2	154	221
1288	5.708	160.0092	Unknown	[M-H]-		0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.49	Alanine_NA_10mM_2d2_neg_ms1_140k_3e6	160.0092:411912 161.01255:17120 162.01591:10681		-2	-2	-2	-2	-2	1727	-2	-2	-2	-2	-2	-2	-2
1289	1.45	160.06006	w/o MS2:Acetyl-L-Threonine	[M-H]-		0.077	False	1.323	160.06059	C6H11NO4				520	True	True	False		False	False	null	null	99.8	99.8	null	null	null	5.94	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	160.06006:34027 161.06341:0 162.06677:4211		509	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1290	6.311	160.07494	Unknown	[M-H]-		0.154	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.61	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	160.07494:6349 161.07829:0 162.08165:0		2817	2467	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1291	6.859	160.07637	Unknown	[M-H]-		0.154	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.19	Alanine_NA_10mM_2d1_neg_ms1_140k_3e6	160.07637:4232 161.07972:0 162.08308:0		3326	2360	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1292	5.428	160.43622	Unknown	[M-H]-	ion correlated with 1098; ion correlated with 3160; ion correlated with 1162; ion correlated with 559; ion correlated with 1131; ion correlated with 1750; ion correlated with 2142; ion correlated with 2358; ion correlated with 2594; ion correlated with 3408; ion correlated with 3592; ion correlated with 4433; ion correlated with 93; ion correlated with 700; ion correlated with 1426; ion correlated with 1523; ion correlated with 1568; ion correlated with 2217; ion correlated with 3573; ion correlated with 4027; ion correlated with 4247; ion correlated with 4553; ion correlated with 4671; ion correlated with 297; ion correlated with 995; ion correlated with 2201; ion correlated with 3086; ion correlated with 3315; ion correlated with 3753; ion correlated with 4077; ion correlated with 4226; ion correlated with 1636; ion correlated with 52; ion correlated with 286; ion correlated with 1040; ion correlated with 1274; ion correlated with 2283; ion correlated with 2835; ion correlated with 2934; ion correlated with 2995; ion correlated with 3548; ion correlated with 315; ion correlated with 1107; ion correlated with 1448; ion correlated with 1525; ion correlated with 1536; ion correlated with 1629; ion correlated with 2104; ion correlated with 2625; ion correlated with 2867; ion correlated with 3140; ion correlated with 3636; ion correlated with 166; ion correlated with 1620; ion correlated with 1693; ion correlated with 1836; ion correlated with 1849; ion correlated with 3300; ion correlated with 3508; ion correlated with 4125; ion correlated with 4365; ion correlated with 89; ion correlated with 1554; ion correlated with 192; ion correlated with 1819; ion correlated with 1905; ion correlated with 2225; ion correlated with 2227; ion correlated with 2789; ion correlated with 2805; ion correlated with 3032; ion correlated with 3717; ion correlated with 1603; ion correlated with 3535; ion correlated with 3784; ion correlated with 197; ion correlated with 1336; ion correlated with 1506; ion correlated with 1671; ion correlated with 2164; ion correlated with 2940; ion correlated with 3688; ion correlated with 4102; ion correlated with 2531; ion correlated with 870; ion correlated with 3715; ion correlated with 182; ion correlated with 1010; ion correlated with 1030; ion correlated with 1216; ion correlated with 1541; ion correlated with 1926; ion correlated with 2569; ion correlated with 2680; ion correlated with 2963; ion correlated with 3731; ion correlated with 4666; ion correlated with 4724; ion correlated with 1417; ion correlated with 3132; ion correlated with 199; ion correlated with 1075; ion correlated with 1179; ion correlated with 1398; ion correlated with 1496; ion correlated with 1537; ion correlated with 1690; ion correlated with 1862; ion correlated with 2351; ion correlated with 2534; ion correlated with 2593; ion correlated with 2926; ion correlated with 2948; ion correlated with 3051; ion correlated with 3483; ion correlated with 3957; ion correlated with 4550; ion correlated with 1298; ion correlated with 388; ion correlated with 1004; ion correlated with 1278; ion correlated with 1581; ion correlated with 1752; ion correlated with 1986; ion correlated with 2210; ion correlated with 2237; ion correlated with 2488; ion correlated with 2492; ion correlated with 2801; ion correlated with 3289; ion correlated with 3929; ion correlated with 390; ion correlated with 23; ion correlated with 1683; ion correlated with 100; ion correlated with 1330; ion correlated with 1495; ion correlated with 1756; ion correlated with 1884; ion correlated with 1912; ion correlated with 2446; ion correlated with 3910; ion correlated with 4528; ion correlated with 4280; ion correlated with 1001; ion correlated with 1481; ion correlated with 1676; ion correlated with 2635; ion correlated with 3775; ion correlated with 3781	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.58	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	160.43622:11843 161.43957:0 162.44293:0		1337	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1293	5.765	160.51048	Unknown	[M-H]-		0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.2	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	160.51048:53172 161.51383:0 162.51719:0		2214	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1294	6.02	160.70958	Unknown	[M-H]-	ion correlated with 4238; ion correlated with 3134; ion correlated with 3847	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.81	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	160.70958:1190 161.71293:0 162.71629:0		2615	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1295	9.069	160.78737	Unknown	[M-H]-		0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	20.66	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	160.78737:1033 161.79072:0 162.79408:0		3637	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1296	10.998	160.80067	Unknown	[M-H]-	similar chromatogram in higher mz_1727	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.01	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	160.80067:1051 161.80402:0 162.80738:0		4110	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1297	11.585	160.81615	Unknown	[M-H]-	similar chromatogram in higher mz_3638	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.81	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	160.81615:1090 161.8195:0 162.82286:0		4169	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1298	5.461	160.84058	Unknown	[M-H]-	ion correlated with 1324	0.154	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	304.75	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	160.84058:378857 161.84393:0 162.84729:508918		1504	1173	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1299	1.297	160.91292	Unknown	[M-H]-		0.769	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.93	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	160.91292:90215 161.91627:4673 162.91963:38322		499	428	554	571	525	-2	573	535	571	580	-2	-2	538
1300	12.873	160.94818	Unknown	[M-H]-		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	17.58	Alanine_NA_10mM_2d8_neg_ms1_140k_3e6	160.94818:401059 161.95153:6614 162.95489:60317		4307	3403	1426	1449	1439	2832	2462	2106	1812	1570	1473	1497	1390
1301	10.754	161.00774	Unknown	[M-H]-		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	36.18	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	161.00774:455469 162.01109:33651 163.01445:61497		4064	3217	1257	1286	1244	2649	2267	1937	1601	1401	1302	1306	1202
1302	1.179	161.08047	Unknown	[M-H]-		0.923	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.56	Alanine_NA_10mM_2d9_neg_ms1_140k_3e6	161.08047:26452 162.08382:0 163.08718:0		420	356	502	487	482	-2	502	491	512	507	472	483	492
