Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	Comment	Manually modified for quantification	Manually modified for annotation	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	blank1	blank4	std_mix_1_msms	std_mix_2_msms	std_mix_3_msms	std_mix_4_neg_DDA	std_mix_highres
4957	1.87	157.02455	L-Dihydroorotic acid	[M-H]-	found in higher mz's MsMs_11522; found in higher mz's MsMs_10675; found in higher mz's MsMs_11643; found in higher mz's MsMs_9968; found in higher mz's MsMs_13717; found in higher mz's MsMs_12601	0.857	TRUE	1.824	157.0244	C5H6N2O4				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	94.8	100	90.5	91.5	82.6	6495.75	std_mix_4_neg_DDA	157.02441:748088000 158.02776:84590928 159.03112:11429750	58.02808:13511 60.00731:10278 67.01759:32138 68.99673:7669 70.02805:259123 71.01212:7895 71.02348:41106 78.95763:48805 85.02792:39085 86.02341:41932 86.05971:8328 95.04924:15076 96.00751:29405 97.9367:6293 110.99612:5746 111.00723:398446 111.01942:8426 113.03368:1504517 113.05984:130276 113.09525:10297 114.01811:267089 114.03772:9947 129.05373:11202 130.06506:7308 139.07498:6328 156.86433:71289 156.89403:18421 156.94455:100672 157.02467:198440 157.04909:67472 157.07518:29650 157.12183:445994	-2	671	3276	3224	3317	1743	1863
4958	3.505	157.03587	Allantoin	[M-H]-	found in higher mz's MsMs_11557; found in higher mz's MsMs_10677; found in higher mz's MsMs_6472; found in higher mz's MsMs_6404; found in higher mz's MsMs_12325	0.714	TRUE	3.555	157.0356	C4H6N4O3				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	97.5	100	94	94	100	1115.6	std_mix_4_neg_DDA	157.03563:98245296 158.03898:6281922 159.04234:684092	53.73071:55383 59.02353:138919 71.02356:757025 72.00786:65912 74.30624:57096 97.00295:9868468 98.00661:62423 113.03353:332518 113.0599:133356 114.02965:8829771 115.03299:70518 140.00848:621468 157.03589:1247959 157.0863:80584 157.12172:699772	-2	-2	6929	6870	6742	3867	2590
5069	1.302	160.06047	Acetyl-L-Threonine	[M-H]-	found in higher mz's MsMs_11745; found in higher mz's MsMs_10895; found in higher mz's MsMs_7456	0.857	TRUE	1.323	160.06059	C6H11NO4				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	100	100	100	38097	std_mix_4_neg_DDA	160.06056:1025992256 161.06391:112824136 162.06727:13499217	54.09002:268497 55.8364:227462 66.4323:274789 70.02802:18407540 72.04379:8698361 74.02332:99864656 74.03177:719793 75.02654:682200 90.11504:241043 91.92206:255364 94.88421:252324 96.08606:293895 98.02319:26463172 98.05992:3745188 99.02686:562306 99.07081:230936 116.03421:42322116 117.03656:409220 118.04975:1492957 118.5695:289462 121.71569:261584 122.70242:246130 160.02336:416797 160.05992:16323736	-2	602	1894	1948	1869	975	883
5227	3.775	164.03784	Methioninesulfoxide	[M-H]-	found in higher mz's MsMs_12007; found in higher mz's MsMs_11223; found in higher mz's MsMs_6642; found in higher mz's MsMs_12826; found in higher mz's MsMs_11868; found in higher mz's MsMs_11549; found in higher mz's MsMs_6770; found in higher mz's MsMs_12688	0.857	TRUE	3.907	164.0377	C5H11NO3S				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	99.9	100	99.5	100	100	4450.86	std_mix_4_neg_DDA	164.03767:185631088 165.04102:13333421 166.04438:13136868	60.97389:872412 62.98925:730455 63.96064:5669637 64.96852:120010 70.02856:83045 72.00728:1573468 76.96881:6245314 77.97657:1191543 78.98418:249097 79.95584:6833584 80.96354:734184 95.03694:61652 98.02318:77767 100.03933:11628036 101.04249:72813 121.02826:145998 122.07185:60733 128.91478:61845 147.04353:185571 149.01494:1381676 164.03735:10354728 164.06935:160045 164.08331:93866	-2	861	7589	7478	7437	4085	2546
5229	1.8	164.07066	L-Phenylalanine	[M-H]-		0.857	TRUE	1.808	164.0705	C9H11NO2				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	97.5	100	94	94	100	3585.8	std_mix_4_neg_DDA	164.07056:216671184 165.07391:35672632 166.07727:1611485	72.00726:6946072 91.05367:533083 103.05376:331879 146.06076:170208 147.01985:224021 147.04352:33090226 148.04652:471601 164.07129:27166536 164.09926:167452	-2	681	3149	3140	3178	1749	1543
5399	2.587	167.02017	Urate	[M-H]-	similar chromatogram in higher mz_6805	0.714	TRUE	2.769	167.0202	C5H4N4O3				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	95	100	88	88	100	278.59	std_mix_4_neg_DDA	167.02016:11136449 168.02351:553704 169.02687:0	68.99401:9080 69.00812:26311 92.92654:20075 96.01903:232074 97.00294:38298 98.03425:28157 122.02195:10520 123.03031:23923 123.05513:16497 124.01368:1467786 125.01793:6492 132.86586:93993 142.02409:106634 150.05385:9535 166.83275:14406 167.01891:5282025 167.04962:39267 167.0824:8552	-2	-2	5295	5219	5184	3018	1786
5446	6.174	167.99644	L-Cysteic acid	[M-H]-	found in higher mz's MsMs_11521; similar chromatogram in higher mz_8103; found in higher mz's MsMs_17056; similar chromatogram in higher mz_5524	0.857	TRUE	6.408	167.9962	C3H7NO5S				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	100	100	100	7122.58	std_mix_4_neg_DDA	167.9962:165732240 168.99955:7612901 170.00291:9719681	71.01212:7808816 71.37221:74531 79.95585:182746 80.96352:20047286 86.02335:6040572 122.9749:75091 139.54131:74325 149.98589:246821 150.96983:19845916 150.99452:123428 151.97072:101636 167.96678:369121 167.9957:58858680 168.02669:380589	-2	1064	11537	11592	11298	6002	3466
5451	1.461	168.06555	Pyridoxine	[M-H]-		0.714	TRUE	1.469	168.0657	C8H11NO3				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	100	100	100	2152.05	std_mix_4_neg_DDA	168.06566:36359908 169.06901:5934338 170.07237:415237	65.99686:5114 81.95166:6002 85.02774:23955 94.02911:4287 107.03561:9154 108.04369:66212 108.61051:4506 110.06034:7762 121.05215:45934 122.06032:502055 123.0629:9828 124.07527:8027 125.03385:4118 125.09621:7095 127.04981:13674 135.02136:5512 135.03152:28253 136.03906:6353 138.05537:264909 148.03967:9507 150.0556:2297521 151.05804:44258 153.00488:3992 153.04259:15350 166.05063:587622 167.05373:10456 168.0081:12371 168.04941:80461 168.06592:962773 168.10315:7094	-2	-2	2269	2302	2220	1217	1246
5567	7.064	171.00546	sn-Glycerol 3-phosphate	[M-H]-	found in higher mz's MsMs_11858; found in higher mz's MsMs_11737; found in higher mz's MsMs_11099; found in higher mz's MsMs_17360; found in higher mz's MsMs_13772; found in higher mz's MsMs_12324; found in higher mz's MsMs_9072; found in higher mz's MsMs_12484; found in higher mz's MsMs_11217	0.571	TRUE	7.056	171.00529	C3H9O6P				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	95	100	88	88	100	6624.93	std_mix_4_neg_DDA	171.00531:338711488 172.00866:15388920 173.01202:5002134	57.57084:197301 66.43229:228143 78.94823:1086058 78.95755:180664560 78.96687:862799 80.03593:231863 96.96848:12538272 100.34666:196678 152.99434:1254705 171.00558:64710600 171.03531:391189 171.10109:234475 171.13719:314364	-2	-2	12737	12773	12404	6796	-2
5615	1.044	172.097	N-Acetyl-L-Leucine	[M-H]-	found in higher mz's MsMs_8778; found in higher mz's MsMs_15811; found in higher mz's MsMs_12958	0.714	TRUE	1.052	172.0968	C8H15NO3				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	95	100	88	88	100	5778.59	std_mix_4_neg_DDA	172.09685:124630520 173.1002:30483744 174.10356:2121043	58.02803:142953 82.06493:54934 83.01245:27032 85.06498:11851 128.10632:974142 128.83423:11055 129.1107:18397 130.03123:16940 130.04248:22174 130.05374:42112 130.065:201602 130.08607:32075084 130.1058:162562 130.12411:26089 130.13538:32359 131.08969:413076 154.08585:25828 154.94576:17534 172.06464:58625 172.09668:10293060 172.13745:33900	-2	-2	1043	974	964	459	395
5656	8.642	173.00845	cis-Aconitate?	[M-H]-		0.714	TRUE	8.879	173.0081	C6H6O6				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	97.5	100	94	94	100	1328.48	std_mix_4_neg_DDA	173.00815:552755008 174.0115:46029156 175.01486:7685698	85.01666:424568 85.02782:184648240 85.03898:1170209 86.03153:1771118 111.00723:20522998 122.5247:301984 129.01759:52896852 130.02145:489486 173.00818:5020956	-2	-2	15043	15186	14963	7779	4362
5658	4.133	173.04474	Shikimate	[M-H]-	found in higher mz's MsMs_11890; found in higher mz's MsMs_7322; found in higher mz's MsMs_6952; found in higher mz's MsMs_13117; found in higher mz's MsMs_12633; found in higher mz's MsMs_12072; found in higher mz's MsMs_9080	0.857	TRUE	4.401	173.0446	C7H10O5				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	100	100	100	552.09	std_mix_4_neg_DDA	173.0446:210667344 174.04795:18784988 175.05131:2173543	55.0172:233598 57.03268:272868 58.00418:127970 59.01234:285105 65.03812:147731 69.03317:350747 71.01206:649224 71.04845:209139 73.02764:11688698 81.03271:841303 83.04839:3968086 85.02781:2350902 93.02107:134336 93.03298:24469614 94.0369:280785 99.00722:4678462 99.04367:5126720 101.02287:476487 101.05886:110981 109.0283:323494 111.04382:15611878 112.04731:192503 113.02341:262869 129.01756:1765363 129.05377:415145 137.02267:11294661 143.03453:2154752 154.94583:254753 155.03371:5594511 156.03828:115996 173.0451:9100366 173.09265:271230	-2	873	8251	8270	8189	4320	2439
5662	12.969	173.10359	L-Arginine	[M-H]-	found in higher mz's MsMs_11894; found in higher mz's MsMs_17552; found in higher mz's MsMs_12639	1	TRUE	13.004	173.10339	C6H14N4O2				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	95	100	88	88	100	203.33	std_mix_4_neg_DDA	173.10344:54209624 174.10679:5651962 175.11015:306607	85.02786:370499 93.03298:34192 111.00721:78191 111.08047:34548 112.08669:50449 114.05514:349593 129.01756:101119 129.05373:37689 131.03708:39048 131.08128:27530950 131.10255:199293 132.08537:271304 154.946:890016 156.07718:1567995 172.95663:118984 173.10356:3945456	4445	1523	19257	19351	19980	9072	5079
5700	6.427	174.03981	N-Acetyl-L-Aspartate	[M-H]-	found in higher mz's MsMs_11952; found in higher mz's MsMs_11219	0.857	TRUE	6.584	174.0397	C6H9NO5				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	100	100	100	3846.27	std_mix_4_neg_DDA	174.03964:489345536 175.04299:36731796 176.04635:4361328	52.41387:190693 58.02807:9992923 59.01234:9657250 66.4323:239361 70.02787:850092 71.01208:2542523 76.15798:198316 88.03864:58274568 89.04226:272586 96.99196:1905936 97.93486:245103 104.06236:180588 109.45066:174019 112.03938:4193950 114.00654:295020 114.01804:18670108 115.00249:10879179 130.04953:25973940 130.54759:181935 132.02858:1093148 135.66808:188506 156.02899:5780658 174.04039:31422942	-2	1067	11931	11998	11682	6257	3868
5705	7.678	174.08759	L-Citrulline	[M-H]-	found in higher mz's MsMs_11954; found in higher mz's MsMs_9182; found in higher mz's MsMs_12692; found in higher mz's MsMs_12005	0.857	TRUE	7.744	174.0876	C6H13N3O3				330	TRUE	TRUE	TRUE		FALSE	TRUE	null	null	89.6	100	75	75	100	3320.97	std_mix_4_neg_DDA	174.08757:176012480 175.09092:18837118 176.09428:1381483	55.45605:116261 77.13562:107124 88.03865:212615 93.11646:106311 114.05389:251022 119.54417:105669 131.04277:150017 131.06128:641415 131.08119:125657552 131.12535:151636 132.08495:1121908 141.11491:104487 156.94402:736634 157.05969:581848 174.08626:2515206	-2	1118	13668	13718	13370	7272	4273
5867	1.119	178.05005	Hippurate	[M-H]-	found in higher mz's MsMs_12635	0.857	TRUE	1.137	178.0502	C9H9NO3				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	95	100	88	88	100	1697.45	std_mix_4_neg_DDA	178.05016:27736228 179.05351:8758010 180.05687:598915	56.01253:18208 60.99148:11086 77.03867:9998 78.98418:6484 84.98915:8228 102.03327:25655 105.00005:7678 120.04413:6146 121.02824:7939 132.04445:37279 134.03859:22028 134.05925:3159315 134.0813:25111 135.06302:52708 146.02391:4171 148.03966:18934 160.03932:21331 161.04396:5006 171.18816:4235 178.0504:2839178 178.08197:22957	-2	461	1268	1274	1258	624	553
5907	5.254	179.05513	Glucose?	[M-H]-	found in higher mz's MsMs_7527	0.714	TRUE	5.373	179.05521	C6H12O6				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	100	100	100	112.9	std_mix_4_neg_DDA	179.05524:5006662 180.05859:1149826 181.06195:288340	57.03309:4427 58.00419:9204 59.01238:464311 60.01525:5961 71.01214:389606 72.00728:4751 72.99155:12761 73.02824:7456 79.95586:5178 83.0125:4711 84.98915:37550 85.02782:28097 87.00726:20601 89.02311:310904 91.05384:5901 92.99471:6044 93.033:4661 95.01224:20136 96.01553:3698 99.00724:7886 101.02317:80198 108.1866:3843 113.02335:69169 117.01735:3737 118.97961:5212 119.03374:35931 119.04858:7117 135.04425:19184 135.08093:3829 161.04399:15799 163.03937:23916 164.04744:4072 178.84128:24171 179.05606:30644	-2	-2	9460	9487	9320	4953	3469
5911	7.915	179.0554	myo-Inositol	[M-H]-	found in higher mz's MsMs_11680; found in higher mz's MsMs_7526; found in higher mz's MsMs_13221; found in higher mz's MsMs_13114; found in higher mz's MsMs_12603; found in higher mz's MsMs_12602; similar chromatogram in higher mz_9389; similar chromatogram in higher mz_6828	0.714	TRUE	7.974	179.05521	C6H12O6				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	100	100	100	223.61	std_mix_4_neg_DDA	179.05524:8042034 180.05859:791893 181.06195:464904	57.03268:4224 59.01229:36165 69.03318:14254 71.0121:48910 72.00785:4652 73.02778:26622 75.00743:7659 78.95756:10543 81.03337:8897 83.0125:14044 84.98923:20915 85.02785:67562 87.00728:357484 89.02322:22087 95.01234:7807 96.96759:49587 97.02834:31593 99.00729:100940 101.02325:47835 105.01843:4877 107.01252:4011 113.02374:18281 116.06989:32333 117.01739:105523 119.0498:7864 125.02325:74633 129.01772:18294 135.0437:14177 141.01805:63443 147.02832:6224 159.02979:45057 161.04401:506963 162.04895:7255 163.03964:10377 177.03818:30027 178.83955:13344 179.0553:914238	-2	-2	14007	14087	13710	7418	4399
5953	3.47	180.06589	L-Tyrosine	[M-H]-		0.857	TRUE	3.555	180.0657	C9H11NO3				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	100	100	100	22134.85	std_mix_4_neg_DDA	180.06573:196333168 181.06908:23885180 182.07244:1642825	72.00727:4870106 74.0233:724154 93.02447:94983 93.03296:6009229 106.04039:881930 107.04925:383160 119.04855:8469233 120.05286:77471 123.04478:82682 134.0598:375944 135.04369:79458 136.0752:1089908 162.05457:562075 163.03954:25091092 163.06728:181379 164.04152:351597 180.06621:48245520 180.09839:346451	-2	846	7017	6927	6858	3872	2501
6103	9.156	184.00102	O-Phospho-L-Serine	[M-H]-	found in higher mz's MsMs_13364; found in higher mz's MsMs_18554; found in higher mz's MsMs_12629	0.857	TRUE	9.183	184.00079	C3H8NO6P				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	95	100	88	88	100	6288.25	std_mix_4_neg_DDA	184.00078:123319160 185.00413:6860784 186.00749:1873552	52.01697:20204 52.37825:24494 65.48218:20850 70.88401:20128 78.95754:3070060 96.96849:13766186 96.9812:98736 140.06973:26573 165.98976:73256 184.00093:607370	4081	-2	15435	15591	15304	7993	4524
6224	1.536	187.0717	N-Acetyl-L-Glutamine	[M-H]-	found in higher mz's MsMs_13582; found in higher mz's MsMs_12828	0.857	TRUE	1.568	187.0714	C7H12N2O4				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	100	100	100	7471.05	std_mix_4_neg_DDA	187.07138:462099808 188.07473:39019912 189.07809:3548623	58.0281:9800532 72.39542:235275 83.05986:707104 84.04433:957704 101.07037:3862696 107.05978:338509 109.03939:1175419 125.07095:56382840 126.05458:277917 126.07338:260533 127.0308:339870 127.04978:56329148 128.03349:7973836 128.05276:255913 143.08141:8563521 145.0612:55939680 146.0641:346107 169.06027:27469496 170.04454:1743423 170.06348:344305 187.07133:66255808	-2	640	2586	2604	2600	1378	1123
6258	5.989	188.05574	N-Acetyl-L-Glutamate	[M-H]-	found in higher mz's MsMs_13658; found in higher mz's MsMs_13657; found in higher mz's MsMs_12888; found in higher mz's MsMs_6267; found in higher mz's MsMs_18558; found in higher mz's MsMs_12323	0.714	TRUE	5.995	188.0555	C7H11NO5				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	100	100	100	10272.54	std_mix_4_neg_DDA	188.05545:1084766592 189.0588:97419704 190.06216:11789833	58.02814:6185901 59.01236:51979944 82.02842:815484 84.04433:2195998 98.02317:963761 100.03848:4309614 100.07549:24753020 102.05484:99383296 102.06856:631439 116.0342:598367 126.05461:12330646 128.01428:853842 128.03354:195627008 129.03703:1231712 144.06544:81743432 145.06955:738530 146.04408:20462556 170.04453:79059016 171.04803:848802 188.05574:122302672 188.09001:845722	-2	1035	10787	10881	10605	5631	-2
6321	1.097	190.05344	N-Acetyl-L-Methionine	[M-H]-	found in higher mz's MsMs_14856; found in higher mz's MsMs_13583; found in higher mz's MsMs_13020; found in higher mz's MsMs_12635	0.714	TRUE	1.103	190.0536	C7H13NO3S				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	98.7	100	97	97	100	9002.3	std_mix_4_neg_DDA	190.05356:166159312 191.05691:41386468 192.06027:48024668	57.03267:166538 70.02799:403134 71.04845:176494 84.04362:4500228 96.04407:426626 98.06008:10211131 100.03843:600286 112.03944:4120112 114.01807:126375 142.0498:53830644 142.0722:330239 143.05226:490104 146.06244:1006956 148.01746:489316 148.04312:63560632 148.067:489046 149.04597:386804 190.01813:257734 190.05301:46415408	-2	-2	1220	1151	1209	551	527
6744	2.391	203.08189	L-Tryptophan	[M-H]-	similar chromatogram in higher mz_8408; found in higher mz's MsMs_8037; found in higher mz's MsMs_13898; found in higher mz's MsMs_14444; found in higher mz's MsMs_13899	0.714	TRUE	2.434	203.08189	C11H12N2O2				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	99.8	100	99.3	100	100	2954.87	std_mix_4_neg_DDA	203.08192:86267464 204.08527:12656922 205.08863:704546	50.77048:67559 72.00732:3252948 74.02332:4436096 116.04962:14664480 116.06622:128200 117.05216:127927 129.0563:328338 130.065:411953 132.08051:139199 142.01279:88546 142.06422:4404764 143.01656:196612 143.0685:63299 157.07507:126709 159.09233:7555584 160.09442:99691 167.02097:59748 185.07074:76327 186.05627:1472034 203.04207:382950 203.0806:31591928 203.12167:247155	-2	-2	4604	4577	4550	2494	2189
6850	1.029	206.08156	N-Acetyl-L-Phenylalanine	[M-H]-	found in higher mz's MsMs_9937; found in higher mz's MsMs_14793; found in higher mz's MsMs_14069; found in higher mz's MsMs_13952; found in higher mz's MsMs_12958; found in higher mz's MsMs_15350; found in higher mz's MsMs_13659	0.857	TRUE	1.035	206.0815	C11H13NO3				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	98.7	100	97	97	100	49614.79	std_mix_4_neg_DDA	206.08148:592091584 207.08483:207080672 208.08819:13313553	51.52017:22868 57.03299:30885 58.02804:1546210 58.03431:12454 59.04842:21746 70.02849:1224326 70.03627:11427 72.00756:51926 91.05373:1143822 92.0567:12066 103.05383:19561 135.04355:48170 147.01971:20197 147.04343:3017484 147.06876:22908 148.04816:32676 160.07559:18519 162.09192:268895 164.03333:30886 164.07117:13780076 164.09911:106576 165.07442:144286 166.05251:13923 188.07027:8526 206.01608:13393 206.08075:8512651 206.12271:58422 206.15921:18349	-2	358	986	914	896	408	358
7288	1.212	218.10275	Pantothenate	[M-H]-	found in higher mz's MsMs_15542; found in higher mz's MsMs_15116; found in higher mz's MsMs_14860; found in higher mz's MsMs_14485	0.857	TRUE	1.222	218.10291	C9H17NO5				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	97.5	100	94	94	100	64731.93	std_mix_4_neg_DDA	218.10289:343579616 219.10624:80374984 220.1096:6281594	59.01234:183379 71.01215:2659765 71.04884:423866 79.81431:76308 88.02768:246022 88.03868:39544196 88.0504:252991 88.05667:86981 89.04226:112545 90.14182:68853 93.76244:67486 99.04369:177248 116.0342:122740 116.06978:95083 129.05373:171824 139.06876:75454 146.08086:17108552 147.08412:80651 149.49576:87646 164.67903:79636 165.6414:72774 194.09004:65956 204.53494:67945 218.10184:21283388	-2	561	1607	1585	1573	785	725
7363	2.369	220.08209	N-Acetyl-D-Glucosamine	[M-H]-	found in higher mz's MsMs_14444	0.714	TRUE	2.38	220.08211	C8H15NO6				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	100	100	100	90.74	std_mix_3_msms	220.08209:1856036 221.08544:160048 222.0888:0	50.04603:3345 52.88089:3769 58.02804:4633 59.01237:264107 59.82558:3568 62.97503:3197 71.01212:46464 72.99149:8318 83.01244:13337 88.03859:8861 89.02314:77245 89.0422:4210 90.0428:5412 98.45813:4088 100.03928:134176 101.02316:181476 118.04943:5598 119.03371:114701 125.00726:4170 142.04964:7231 152.63922:4385 171.36241:3505 180.98878:4754 220.08252:4781 220.10728:4601 220.14725:36387 220.1783:50265	-2	-2	4535	4482	4464	2469	2204
7530	7.645	225.09877	L-Carnosine	[M-H]-	found in higher mz's MsMs_13691; found in higher mz's MsMs_10969	0.714	TRUE	7.711	225.09869	C9H14N4O3				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	97.5	100	94	94	100	2171.54	std_mix_4_neg_DDA	225.09874:9825452 226.10209:1292825 227.10545:69481	56.2743:6421 58.02808:4876 67.0285:31525 81.04444:9385 86.02336:9698 87.05499:11528 88.0387:203226 93.0441:23961 108.05542:5732 110.07131:786936 113.07014:8573 115.04947:17286 127.04984:54851 134.07098:6882 137.03462:29020 139.05009:4832 143.76576:4249 146.07079:6412 152.08096:11163 154.03511:9738 154.06056:1734881 154.08772:12404 155.0648:9120 161.08298:60954 163.09698:219037 164.08125:20968 178.08423:8998 181.10904:188466 207.08636:50239 208.07063:7345 225.09726:2312018 225.14516:19813 225.18362:7410	-2	-2	13574	13650	13282	7220	4264
7565	1.973	226.08301	Deoxycytidine	[M-H]-	found in higher mz's MsMs_9187; found in higher mz's MsMs_15349	0.857	TRUE	1.993	226.0826	C9H13N3O4				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	98.7	100	97	97	100	7284.92	std_mix_4_neg_DDA	226.08261:49251296 227.08596:8445699 228.08932:468118	50.87324:7951 61.98665:9121 66.03346:71354 67.02847:11120 67.16296:9097 93.03214:14289 93.04408:2779335 94.02826:9227 94.04815:12869 103.27442:9219 110.03407:618372 112.04957:19306 114.43613:8753 125.14003:8248 130.08611:77264 135.05556:343293 136.04948:90184 138.06465:9912 151.28888:7944 154.06053:14886 183.07611:72184 192.62869:8216 201.47054:9522 226.08383:446031	-2	694	3528	3518	3566	1951	1647
7602	1.511	227.06674	Deoxyuridine	[M-H]-	found in higher mz's MsMs_9224	0.714	TRUE	1.518	227.06689	C9H12N2O5				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	95	100	88	88	100	598.13	std_mix_4_neg_DDA	227.06688:14051054 228.07023:2177009 229.07359:185139	57.77066:3772 59.01234:4995 61.98665:6980 66.03349:6975 66.11551:3558 82.02842:6173 94.02829:82683 97.6688:4555 98.02291:19001 99.9237:3985 100.93179:5430 111.00278:13922 111.01836:2670786 111.03495:16675 112.02144:12252 112.03944:9867 113.03481:9270 115.91957:25123 126.01833:33804 136.03915:47923 137.03482:12514 139.11234:4908 148.05164:4184 157.84349:3759 165.95934:4405 181.06978:5364 183.1373:7639 184.05991:525983 185.06358:4505 209.25716:4602 209.94797:39865 213.94284:7333 226.99585:10279 227.06747:235161 227.12892:14863 227.16464:8549 227.2002:151718	-2	-2	2379	2438	2384	1293	1296
8036	7.676	239.01654	L-Cystine	[M-H]-	found in higher mz's MsMs_11519; found in higher mz's MsMs_16166; found in higher mz's MsMs_14104	0.714	TRUE	7.79	239.0161	C6H12N2O4S2				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	97.5	100	94	94	100	5699.18	std_mix_4_neg_DDA	239.01613:62459680 240.01948:5860771 241.02284:8008984	64.95068:162863 71.98988:127382 74.00523:4960656 86.02335:900148 117.9961:755765 119.993:159202 120.01049:20308926 120.02917:169141 121.01436:68725 126.09084:53304 151.98322:3264231 159.68021:29888 163.44916:31339 171.41785:29185 223.02609:46008 239.01494:1612369 239.14093:76792	-2	-2	13832	13897	13532	7340	4176
8105	1.354	241.08231	Thymidine	[M-H]-	found in higher mz's MsMs_9707	0.714	TRUE	1.357	241.0825	C10H14N2O5				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	89.6	100	75	75	100	248.99	std_mix_4_neg_DDA	241.08246:4760420 242.08581:858218 243.08917:2270859	54.70922:4620 59.01191:6610 61.0073:3911 125.0153:18267 125.03389:2511754 125.05376:17702 127.04982:10789 151.05048:38829 153.09109:5546 197.08145:6247 197.10771:15842 197.15497:13864 198.02171:4286 241.08205:245395 241.1459:10618 241.18144:9855 241.21545:59712 241.57272:6817	-2	-2	2004	2005	1971	1043	1057
8136	2.513	242.07797	Cytidine	[M-H]-	found in higher mz's MsMs_9391; similar chromatogram in higher mz_18275; found in higher mz's MsMs_15150	0.857	TRUE	2.533	242.0779	C9H13N3O5				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	98.7	100	97	97	100	393.45	std_mix_4_neg_DDA	242.07794:13209092 243.08129:1580087 244.08465:108790	67.02849:82095 71.01218:53195 79.12152:6592 81.04449:201871 85.02782:7523 91.02836:187084 95.02376:14972 101.02225:10320 109.01965:9293 109.03912:3647386 109.0553:18929 110.03413:402731 116.03429:69257 121.03836:11200 126.06532:10613 139.05009:8355 152.04536:537029 164.07135:8715 181.15762:7224 182.05602:12275 199.07257:25850 206.08124:47646 225.14838:22671 242.07927:1067570 242.17537:157398 242.21506:6946	-2	789	4850	4816	4755	2717	2249
8176	1.829	243.06184	Uridine	[M-H]-	found in higher mz's MsMs_9768	0.857	TRUE	1.857	243.0616	C9H12N2O6				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	100	100	100	755.4	std_mix_4_neg_DDA	243.06163:19986892 244.06498:3172375 245.06834:275683	59.01234:9073 66.03349:67397 68.01255:10313 71.01211:6746 82.02835:112684 84.04359:10282 89.02312:6607 94.02824:13033 96.04396:20818 108.04384:38576 110.00779:12417 110.02309:1881047 111.0183:408231 117.01859:35144 120.04413:8644 122.02338:62082 124.0395:25862 126.05457:15890 132.02853:28329 138.01833:22846 138.054:23468 140.03351:295882 152.03461:512060 153.02986:270351 164.03346:12952 182.04408:32782 200.01906:6770 200.05649:1258226 200.09421:9461 201.05884:11965 243.06099:1121214 243.11504:7215 243.15819:8746	-2	688	3155	3146	3127	1815	1588
