																															Class	std	std	std	std
3391	5.177	102.63973	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	89.45	std_e1	102.63973:4473 103.64308:0 104.64644:0		8756	-2	-2	-2
3392	1.543	102.66994	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	58.27	std_e1	102.66994:2913 103.67329:0 104.67665:0		2045	-2	-2	-2
3393	7.441	102.67698	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	66.82	std_e1	102.67698:3341 103.68033:0 104.68369:0		11683	-2	-2	-2
3394	1.854	102.68425	Unknown	[M-H]-	similar chromatogram in higher mz_11432	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	39.21	std_e1	102.68425:1961 103.6876:0 104.69096:0		2843	-2	-2	-2
3395	1.402	102.68821	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	147.86	std_e1	102.68821:7393 103.69156:0 104.69492:0		1715	-2	-2	-2
3396	1.458	102.70894	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	97.7	std_e1	102.70894:4885 103.71229:0 104.71565:0		1878	-2	-2	-2
3397	5.252	102.7209	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	100.95	std_e1	102.7209:5047 103.72425:0 104.72761:0		8914	-2	-2	-2
3398	2.817	102.75475	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	59.5	std_e1	102.75475:2975 103.7581:0 104.76146:0		4944	-2	-2	-2
3399	8.447	102.76696	Unknown	[M-H]-	similar chromatogram in higher mz_6967	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	29.96	std_e1	102.76696:1498 103.77031:0 104.77367:0		12259	-2	-2	-2
3400	4.686	102.76919	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	101.62	std_e1	102.76919:5081 103.77254:0 104.7759:0		7893	-2	-2	-2
3401	3.704	102.81109	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	43.39	std_e1	102.81109:2170 103.81444:0 104.8178:0		6157	-2	-2	-2
3402	3.96	102.81898	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.29	std_e1	102.81898:7589 103.82233:0 104.82569:0		6504	-2	-2	-2
3403	1.205	102.84174	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.35	std_e1	102.84174:5436 103.84509:0 104.84845:0		1239	-2	-2	-2
3404	1.393	102.88788	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.26	std_e1	102.88788:7644 103.89123:0 104.89459:0		1686	-2	-2	-2
3405	1.562	102.91338	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.84	std_e1	102.91338:7210 103.91673:0 104.92009:0		2067	-2	-2	-2
3406	5.365	102.95101	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.57	std_e1	102.95101:9076 103.95436:0 104.95772:0		9195	-2	-2	-2
3407	8.975	102.98472	Unknown	[M-H]-	similar chromatogram in higher mz_9753	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	35.15	std_e1	102.98472:96842 103.98807:100244 104.99143:136229		12649	-2	-2	-2
3408	3.852	102.98472	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.76	std_e1	102.98472:31149 103.98807:0 104.99143:157408		5310	3261	-2	-2
3409	1.835	102.98856	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.26	std_e1	102.98856:8288 103.99191:39100 104.99527:205141		2810	-2	-2	-2
3410	8.602	103.00231	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.63	std_e1	103.00231:1440881 104.00566:114885 105.00902:312782		12436	-2	-2	-2
3411	3.589	103.00232	Unknown	[M-H]-	similar chromatogram in higher mz_12049	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	22.7	std_e1	103.00232:3846581 104.00567:170695 105.00903:305311		6020	-2	-2	-2
3412	7.394	103.00232	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.12	std_e2	103.00232:1508880 104.00567:86965 105.00903:366873		11875	4188	-2	-2
3413	10.442	103.03876	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.73	std_e1	103.03876:1372068 104.04211:488816 105.04547:24219		13318	-2	-2	-2
3414	6.872	103.03876	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.99	std_e1	103.03876:1294875 104.04211:4162954 105.04547:101463		11111	-2	-2	-2
3415	3.047	103.03877	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	True	False	False		False	True	null	null	null	null	null	null	null	5.93	std_e1	103.03877:1179207 104.04212:63843 105.04548:237996		5223	-2	-2	-2
3416	1.976	103.03883	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	True	False	False		False	True	null	null	null	null	null	null	null	4.79	std_e1	103.03883:972365 104.04218:66847 105.04554:0		3120	-2	-2	-2
3417	1.835	103.03883	Unknown	[M-2H]2-		0.25	False	null	null	null	null	null	null	999	True	False	False		False	True	null	null	null	null	null	null	null	3.5	std_e1	103.03883:932589 104.04218:61083 105.04554:56310		2811	-2	-2	-2
3418	6.658	103.13047	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.72	std_e1	103.13047:1636 104.13382:0 105.13718:0		10946	-2	-2	-2
3419	0.98	103.1548	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	234.62	std_e1	103.1548:11731 104.15815:0 105.16151:0		419	-2	-2	-2
3420	2.24	103.166	Unknown	[M-H]-	similar chromatogram in higher mz_9424; similar chromatogram in higher mz_8180; similar chromatogram in higher mz_5857; similar chromatogram in higher mz_7721; similar chromatogram in higher mz_10088; similar chromatogram in higher mz_13142; similar chromatogram in higher mz_3812; similar chromatogram in higher mz_4135; similar chromatogram in higher mz_5407; similar chromatogram in higher mz_7151; similar chromatogram in higher mz_7642; similar chromatogram in higher mz_9119; similar chromatogram in higher mz_9582	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	100.28	std_e1	103.166:5014 104.16935:0 105.17271:0		3674	-2	-2	-2
3421	6.322	103.16959	Unknown	[M-H]-	similar chromatogram in higher mz_7028; similar chromatogram in higher mz_3692; similar chromatogram in higher mz_7943; similar chromatogram in higher mz_7952	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.6	std_e1	103.16959:1080 104.17294:0 105.1763:0		10450	-2	-2	-2
3422	1.599	103.17456	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	65.78	std_e1	103.17456:3289 104.17791:0 105.18127:0		2154	-2	-2	-2
3423	1.486	103.18898	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1.62	std_e1	103.18898:4834 104.19233:0 105.19569:0		1943	-2	-2	-2
3424	4.204	103.2003	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	86.78	std_e1	103.2003:4339 104.20365:0 105.20701:0		7083	-2	-2	-2
3425	1.405	103.23523	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	78.05	std_e1	103.23523:5787 104.23858:0 105.24194:0		1901	994	-2	-2
3426	5.365	103.24518	Unknown	[M-2H]2-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	97.61	std_e1	103.24518:4880 104.24853:0 105.25189:0		9196	-2	-2	-2
3427	6.312	103.25153	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.67	std_e1	103.25153:1084 104.25488:0 105.25824:0		10443	-2	-2	-2
3428	6.014	103.2621	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	43.15	std_e1	103.2621:2157 104.26545:0 105.26881:0		10126	-2	-2	-2
3429	2.08	103.2626	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	71.01	std_e1	103.2626:3550 104.26595:0 105.26931:0		3299	-2	-2	-2
3430	5.477	103.27355	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	73.41	std_e1	103.27355:3670 104.2769:0 105.28026:0		9416	-2	-2	-2
3431	5.007	103.28512	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	59.48	std_e1	103.28512:2974 104.28847:0 105.29183:0		8424	-2	-2	-2
3432	6.658	103.28562	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	41.3	std_e1	103.28562:2065 104.28897:0 105.29233:0		10947	-2	-2	-2
3433	4.733	103.32409	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	82.6	std_e1	103.32409:4130 104.32744:0 105.3308:0		7991	-2	-2	-2
3434	8.447	103.32794	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.68	std_e1	103.32794:1634 104.33129:0 105.33465:0		12260	-2	-2	-2
3435	1.205	103.36482	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.11	std_e1	103.36482:5316 104.36817:0 105.37153:0		1240	-2	-2	-2
3436	5.12	103.40659	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.11	std_e1	103.40659:3611 104.40994:0 105.4133:0		8665	-2	-2	-2
3437	1.017	103.49754	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.35	std_e1	103.49754:17773 104.50089:0 105.50425:0		581	-2	-2	-2
3438	4.997	103.50064	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	50.78	std_e1	103.50064:2539 104.50399:0 105.50735:0		8409	-2	-2	-2
3439	3.904	103.53073	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	69.5	std_e1	103.53073:3475 104.53408:0 105.53744:0		6395	-2	-2	-2
3440	1.253	103.53311	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	62.02	std_e1	103.53311:5094 104.53646:0 105.53982:0		1360	880	-2	-2
3441	6.033	103.54135	Unknown	[M-H]-	similar chromatogram in higher mz_8130; similar chromatogram in higher mz_8536; similar chromatogram in higher mz_11101	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	38.55	std_e1	103.54135:1928 104.5447:0 105.54806:0		10171	-2	-2	-2
3442	4.808	103.5436	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	64.94	std_e1	103.5436:3247 104.54695:0 105.55031:0		8112	-2	-2	-2
3443	4.488	103.5516	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	62.83	std_e1	103.5516:3141 104.55495:0 105.55831:0		7570	-2	-2	-2
3444	2.316	103.57123	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	74.52	std_e1	103.57123:3726 104.57458:0 105.57794:0		3846	-2	-2	-2
3445	2.118	103.57697	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	62.44	std_e1	103.57697:3122 104.58032:0 105.58368:0		3403	-2	-2	-2
3446	3.228	103.63699	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	49.74	std_e1	103.63699:2869 104.64034:0 105.6437:0		8315	1255	-2	-2
3447	3.315	103.64838	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	40.69	std_e1	103.64838:2034 104.65173:0 105.65509:0		5549	-2	-2	-2
3448	1.233	103.65614	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	101.66	std_e1	103.65614:5083 104.65949:0 105.66285:0		1313	-2	-2	-2
3449	1.393	103.66338	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	160.78	std_e1	103.66338:8039 104.66673:0 105.67009:0		1687	-2	-2	-2
3450	3.267	103.68241	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	44.45	std_e1	103.68241:2223 104.68576:0 105.68912:0		5488	-2	-2	-2
3451	7.413	103.71571	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	65.43	std_e1	103.71571:3272 104.71906:0 105.72242:0		11600	-2	-2	-2
3452	8.428	103.72498	Unknown	[M-H]-	similar chromatogram in higher mz_10512; similar chromatogram in higher mz_11594; similar chromatogram in higher mz_10518; similar chromatogram in higher mz_4869; similar chromatogram in higher mz_5935	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	27.46	std_e1	103.72498:1373 104.72833:0 105.73169:0		12243	-2	-2	-2
3453	4.723	103.75568	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	83.75	std_e1	103.75568:4188 104.75903:0 105.76239:0		7968	-2	-2	-2
3454	4.073	103.77534	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	103.44	std_e1	103.77534:5172 104.77869:0 105.78205:0		6762	-2	-2	-2
3455	5.543	103.7993	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	69.6	std_e1	103.7993:3480 104.80265:0 105.80601:0		9590	-2	-2	-2
3456	6.62	103.8294	Unknown	[M-H]-	similar chromatogram in higher mz_7807; similar chromatogram in higher mz_4040; similar chromatogram in higher mz_5358; similar chromatogram in higher mz_3963; similar chromatogram in higher mz_11941; similar chromatogram in higher mz_8538; similar chromatogram in higher mz_5218; similar chromatogram in higher mz_7590; similar chromatogram in higher mz_10347	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	31.5	std_e1	103.8294:1575 104.83275:0 105.83611:0		10864	-2	-2	-2
3457	5.224	103.84508	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	77.29	std_e1	103.84508:3864 104.84843:0 105.85179:0		8849	-2	-2	-2
3458	6.341	103.85324	Unknown	[M-H]-	similar chromatogram in higher mz_8881; similar chromatogram in higher mz_8014	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.21	std_e1	103.85324:1160 104.85659:0 105.85995:0		10467	-2	-2	-2
3459	1.374	103.85837	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	127.84	std_e1	103.85837:6392 104.86172:0 105.86508:0		1636	-2	-2	-2
3460	6.591	103.89616	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	38.17	std_e1	103.89616:1909 104.89951:0 105.90287:0		10812	-2	-2	-2
3461	1.477	103.89755	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	110.96	std_e1	103.89755:5548 104.9009:0 105.90426:0		1920	-2	-2	-2
3462	2.742	103.92632	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	55.55	std_e1	103.92632:2777 104.92967:0 105.93303:0		4779	-2	-2	-2
3463	5.553	103.94038	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	65.12	std_e1	103.94038:3256 104.94373:0 105.94709:0		9619	-2	-2	-2
3464	2.419	103.99757	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.16	std_e1	103.99757:357898 105.00092:0 106.00428:0		4078	-2	-2	-2
3465	14.514	103.9977	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.47	std_e1	103.9977:81302 105.00105:169377 106.00441:0		13917	-2	-2	-2
3466	2.609	103.99776	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	27	std_e1	103.99776:347129 105.00111:0 106.00447:19694		4494	-2	-2	-2
3467	8.607	104.03392	Unknown	[M-H]-		1	False	null	null	null	null	null	null	999	True	False	False		False	True	null	null	null	null	null	null	null	186.61	std_e1	104.03392:22833332 105.03727:715474 106.04063:1232774		12294	4550	1808	1270
3468	6.606	104.03393	L-Serine	[M-H]-	similar chromatogram in higher mz_10152; similar chromatogram in higher mz_10600; similar chromatogram in higher mz_12545	0.75	False	7.041	104.0339	C3H7NO3				330	True	True	True		False	True	null	null	null	97.8	null	null	null	1230.3	std_e1	104.03393:103443128 105.03728:3731842 106.04064:5431700		10865	4074	1594	-2
3469	10.703	104.03394	Unknown	[M-H]-	similar chromatogram in higher mz_5344; similar chromatogram in higher mz_9831; similar chromatogram in higher mz_10793; similar chromatogram in higher mz_11274; similar chromatogram in higher mz_12747; similar chromatogram in higher mz_10100; similar chromatogram in higher mz_10323	0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	41.23	std_e1	104.03394:3024763 105.03729:95296 106.04065:797010		13453	4919	-2	-2
3470	13.105	104.03394	Unknown	[M-H]-	similar chromatogram in higher mz_7331; similar chromatogram in higher mz_5381; similar chromatogram in higher mz_5578; similar chromatogram in higher mz_5415; similar chromatogram in higher mz_10780	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.06	std_e1	104.03394:512342 105.03729:16899 106.04065:419118		13796	-2	-2	-2
3471	12.177	104.03407	Unknown	[M-H]-	similar chromatogram in higher mz_7334; similar chromatogram in higher mz_4815; similar chromatogram in higher mz_4450; similar chromatogram in higher mz_5416; similar chromatogram in higher mz_5579; similar chromatogram in higher mz_5694; similar chromatogram in higher mz_7999	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.34	std_e1	104.03407:620398 105.03742:44597 106.04078:1130060		13701	-2	-2	-2
3472	13.385	104.03408	Unknown	[M-H]-	similar chromatogram in higher mz_7332; similar chromatogram in higher mz_6855	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.77	std_e1	104.03408:448132 105.03743:49823 106.04079:573863		13840	-2	-2	-2
3473	11.009	104.03409	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.4	std_e1	104.03409:671045 105.03744:60257 106.0408:1535470		13556	-2	-2	-2
3474	7.413	104.07835	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.1	std_e1	104.07835:4133 105.0817:0 106.08506:0		11601	-2	-2	-2
3475	1.59	104.07922	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.76	std_e1	104.07922:3676 105.08257:0 106.08593:0		2125	-2	-2	-2
3476	1.159	104.11581	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.45	std_e1	104.11581:8601 105.11916:0 106.12252:0		1040	-2	-2	-2
3477	4.601	104.13729	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	72.4	std_e1	104.13729:3620 105.14064:0 106.144:0		7766	-2	-2	-2
3478	5.957	104.14712	Unknown	[M-H]-	similar chromatogram in higher mz_6871; similar chromatogram in higher mz_7944; similar chromatogram in higher mz_8052; similar chromatogram in higher mz_8976; similar chromatogram in higher mz_4550; similar chromatogram in higher mz_4735; similar chromatogram in higher mz_11372; similar chromatogram in higher mz_11406	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	34	std_e1	104.14712:1700 105.15047:0 106.15383:0		10026	-2	-2	-2
3479	10.111	104.15356	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	46.79	std_e1	104.15356:2340 105.15691:0 106.16027:0		13048	-2	-2	-2
3480	6.601	104.16704	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1	std_e1	104.16704:1332 105.17039:0 106.17375:0		10825	-2	-2	-2
3481	5.676	104.18053	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	33.76	std_e1	104.18053:1688 105.18388:0 106.18724:0		9826	-2	-2	-2
3482	1.458	104.19843	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	130.95	std_e1	104.19843:6547 105.20178:0 106.20514:0		1879	-2	-2	-2
3483	6.563	104.2065	Unknown	[M-H]-	similar chromatogram in higher mz_12766; similar chromatogram in higher mz_6089; similar chromatogram in higher mz_8272; similar chromatogram in higher mz_7735	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	26.52	std_e1	104.2065:1326 105.20985:0 106.21321:0		10765	-2	-2	-2
3484	5.318	104.21596	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	91.49	std_e1	104.21596:4574 105.21931:0 106.22267:0		9093	-2	-2	-2
3485	5.928	104.25407	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	28.03	std_e1	104.25407:1401 105.25742:0 106.26078:0		10008	-2	-2	-2
3486	4.251	104.26695	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	69.45	std_e1	104.26695:3473 105.2703:0 106.27366:0		7152	-2	-2	-2
3487	1.393	104.29131	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	239.86	std_e1	104.29131:11993 105.29466:0 106.29802:0		1688	-2	-2	-2
3488	4.139	104.33236	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	106.63	std_e1	104.33236:5331 105.33571:0 106.33907:0		6950	-2	-2	-2
3489	5.073	104.35523	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	54.25	std_e1	104.35523:2713 105.35858:0 106.36194:0		8553	-2	-2	-2
3490	10.186	104.35676	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	40.15	std_e1	104.35676:2008 105.36011:0 106.36347:0		13177	-2	-2	-2
3491	1.91	104.36333	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	68.05	std_e1	104.36333:3402 105.36668:0 106.37004:0		2957	-2	-2	-2
3492	7.385	104.36952	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	80.18	std_e1	104.36952:4009 105.37287:0 106.37623:0		11542	-2	-2	-2
3493	4.082	104.39152	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	103.81	std_e1	104.39152:5191 105.39487:0 106.39823:0		6797	-2	-2	-2
3494	1.646	104.47819	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	208.48	std_e1	104.47819:10424 105.48154:0 106.4849:0		2287	-2	-2	-2
3495	1.177	104.47935	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	290.44	std_e1	104.47935:14522 105.4827:0 106.48606:0		1118	-2	-2	-2
3496	5.12	104.49873	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	77.87	std_e1	104.49873:3893 105.50208:0 106.50544:0		8666	-2	-2	-2
3497	2.815	104.4991	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	72.53	std_e1	104.4991:5416 105.50245:0 106.50581:0		7793	400	-2	-2
3498	6.109	104.50302	Unknown	[M-H]-	similar chromatogram in higher mz_13015; similar chromatogram in higher mz_9815; similar chromatogram in higher mz_4504; similar chromatogram in higher mz_6389; similar chromatogram in higher mz_7951; similar chromatogram in higher mz_7957; similar chromatogram in higher mz_8089; similar chromatogram in higher mz_8393; similar chromatogram in higher mz_8420; similar chromatogram in higher mz_9676; similar chromatogram in higher mz_10742; similar chromatogram in higher mz_11132	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	47.1	std_e1	104.50302:2355 105.50637:0 106.50973:0		10265	-2	-2	-2
3499	3.96	104.5053	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	80.93	std_e1	104.5053:4047 105.50865:0 106.51201:0		6505	-2	-2	-2
3500	4.101	104.50885	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	98	std_e1	104.50885:4900 105.5122:0 106.51556:0		6854	-2	-2	-2
3501	4.742	104.51431	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	85.16	std_e1	104.51431:4258 105.51766:0 106.52102:0		8009	-2	-2	-2
3502	1.299	104.5233	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	125.66	std_e1	104.5233:6283 105.52665:0 106.53001:0		1474	-2	-2	-2
